model,technique,shot,cap,aspect,n,mean_latency_s,precision,recall,f1,rouge1_model,rouge2_model,rougeL_model,rouge1_oracle,rouge2_oracle,rougeL_oracle,oracle_gap_rougeL
qwen35_2b,scoring_based_trace,one_shot,uncapped,approach,100,6.053065070020384,0.21005544371957202,0.9683412698412697,0.3269232899141458,0.06339827348433762,0.034035806508985425,0.052158870198285544,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.3940195506355976
qwen35_2b,scoring_based_trace,one_shot,uncapped,challenge,100,6.053065070020384,0.17098301941591842,0.8834404761904762,0.2525754640305283,0.08014565575524499,0.03723139217523726,0.06395788703994114,0.4220026765441394,0.226199582941474,0.37142590290099414,0.30746801586105327
qwen35_2b,scoring_based_trace,one_shot,uncapped,outcome,100,6.053065070020384,0.48822059200950746,0.7329401154401155,0.48204746212619143,0.18834253890824576,0.09593255851834101,0.14839884755514338,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.2800727223799494
qwen35_2b,scoring_based_trace,one_shot,uncapped,union,100,6.053065070020384,0.4159983192084086,0.9816913262605986,0.5697347794846988,0.14612015471658776,0.07483993084964671,0.10187711153010566,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.2537262624580107
qwen35_2b,self_ask,one_shot,capped,approach,100,4.852910729037249,0.4070000000000002,0.42471428571428566,0.39923385601326766,0.21414612741962102,0.10320062887440509,0.16805437610016674,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.27812404473371655
qwen35_2b,self_ask,one_shot,capped,challenge,100,4.852910729037249,0.4075,0.3936825396825396,0.3804820734820734,0.22692532098997428,0.08179027098162989,0.1663665816280817,0.4220026765441394,0.226199582941474,0.37142590290099414,0.20505932127291251
qwen35_2b,self_ask,one_shot,capped,outcome,100,4.852910729037249,0.5641666666666666,0.5326316738816739,0.525813242313242,0.26189568251223977,0.11979469972782762,0.1976807090388655,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.23079086089622727
qwen35_2b,self_ask,one_shot,capped,union,100,4.852910729037249,0.6968863358863353,0.5033057492136944,0.5726740333002222,0.33495104555863525,0.14680247195996052,0.21049396813696464,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.14510940585115173
qwen35_2b,self_ask,one_shot,uncapped,approach,100,5.223224850322586,0.2732012930905528,0.9452045454545455,0.37998517916666,0.08510157293141468,0.04820518595454188,0.06991322005873085,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.37626520077515246
qwen35_2b,self_ask,one_shot,uncapped,challenge,100,5.223224850322586,0.20125891852187588,0.8072738095238097,0.2697753557975116,0.09579894965843476,0.037981061353215814,0.07059303348389855,0.4220026765441394,0.226199582941474,0.37142590290099414,0.30083286941709575
qwen35_2b,self_ask,one_shot,uncapped,outcome,100,5.223224850322586,0.4853255532293185,0.8654588744588746,0.5268421851275575,0.1732298626315677,0.08832560084920324,0.13561516857543074,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.29285640135966196
qwen35_2b,self_ask,one_shot,uncapped,union,100,5.223224850322586,0.4233433853581714,0.9712349839702781,0.5730450416028556,0.1495063739578611,0.07548466469202919,0.10376011683503064,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.25184325715308575
qwen35_2b,self_ask,zero_shot,capped,approach,100,3.527147127162316,0.5075000000000002,0.5131522366522365,0.4908796873061577,0.21130577957839897,0.10644139130800095,0.16628261337494532,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2798958074589379
qwen35_2b,self_ask,zero_shot,capped,challenge,100,3.527147127162316,0.4691666666666666,0.47894444444444434,0.4471494616494613,0.22924093839168463,0.08810351541973396,0.16818149166370627,0.4220026765441394,0.226199582941474,0.37142590290099414,0.20324441123728795
qwen35_2b,self_ask,zero_shot,capped,outcome,100,3.527147127162316,0.6308333333333332,0.6003423520923519,0.5851525696525691,0.2761366961461553,0.13281044854565652,0.21015412804492456,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.21831744189016805
qwen35_2b,self_ask,zero_shot,capped,union,100,3.527147127162316,0.6700277500277501,0.5815379195612573,0.6131031015808958,0.296724322616466,0.13514432769823284,0.18441177564226804,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.17119159834584832
qwen35_2b,self_ask,zero_shot,uncapped,approach,100,4.44288627589005,0.2814422790848938,0.9474126984126983,0.40134829854084353,0.08432887169591734,0.04664430526507431,0.06956732996803293,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.37661109086585026
qwen35_2b,self_ask,zero_shot,uncapped,challenge,100,4.44288627589005,0.27269567911627113,0.7111626984126989,0.3360611353695047,0.12687187594519864,0.05382757293577877,0.09624540797841241,0.4220026765441394,0.226199582941474,0.37142590290099414,0.27518049492258195
qwen35_2b,self_ask,zero_shot,uncapped,outcome,100,4.44288627589005,0.3794090935233254,0.9190036075036074,0.45551927802677644,0.14109960588703538,0.07186549341137495,0.11169799233788981,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.3167735775972029
qwen35_2b,self_ask,zero_shot,uncapped,union,100,4.44288627589005,0.43771978568332115,0.9436374389714172,0.5822670368287579,0.15687994005787534,0.07876468503592855,0.10714798644961818,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.24845538753849808
qwen35_2b,self_ask_trace,one_shot,capped,approach,100,4.775387577452929,0.4291666666666668,0.42293759018759025,0.4102197002344059,0.21305666187911712,0.1041438694108217,0.16828750912559223,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2778909117082911
qwen35_2b,self_ask_trace,one_shot,capped,challenge,100,4.775387577452929,0.36333333333333334,0.3543214285714285,0.3399594849594849,0.21983874149083932,0.07875279603384083,0.163574579924869,0.4220026765441394,0.226199582941474,0.37142590290099414,0.2078513229761252
qwen35_2b,self_ask_trace,one_shot,capped,outcome,100,4.775387577452929,0.7050000000000002,0.6202590187590186,0.6330162060162053,0.2797788695916915,0.13561763733617213,0.2147042694541844,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.21376730048090833
qwen35_2b,self_ask_trace,one_shot,capped,union,100,4.775387577452929,0.7024852647352646,0.5089552170040964,0.5780792733886593,0.32841942483345193,0.14685358595778664,0.20905049560565922,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.14655287838245712
qwen35_2b,self_ask_trace,one_shot,uncapped,approach,100,5.097813259772956,0.261656275823966,0.9519603174603174,0.37236150265411266,0.07948435332657504,0.04418101281334003,0.06564250402733854,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.3805359168065446
qwen35_2b,self_ask_trace,one_shot,uncapped,challenge,100,5.097813259772956,0.20903768661104524,0.8072500000000002,0.28963259302155786,0.09680483064496054,0.04181043634306297,0.0749329177381719,0.4220026765441394,0.226199582941474,0.37142590290099414,0.2964929851628224
qwen35_2b,self_ask_trace,one_shot,uncapped,outcome,100,5.097813259772956,0.6560687121047469,0.8317222222222225,0.6498135278718928,0.23267910608712733,0.11934047796745664,0.1844564520569245,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.24401511787816824
qwen35_2b,self_ask_trace,one_shot,uncapped,union,100,5.097813259772956,0.43169496952491976,0.9592974378992182,0.5769893382866055,0.1519854640100637,0.07619841016854621,0.10475421828907776,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.2508491556990386
qwen35_2b,self_critique,one_shot,capped,approach,100,3.905429042678443,0.4066666666666668,0.41947546897546883,0.39627313372901596,0.21246816359880005,0.09977334696687108,0.16510420002499449,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.28107422080888894
qwen35_2b,self_critique,one_shot,capped,challenge,100,3.905429042678443,0.45,0.46784920634920624,0.4325535020535019,0.22110080367631849,0.08928382125548003,0.16498596705696159,0.4220026765441394,0.226199582941474,0.37142590290099414,0.20643993584403256
qwen35_2b,self_critique,one_shot,capped,outcome,100,3.905429042678443,0.4716666666666666,0.44492171717171713,0.43860184260184226,0.20010185089708105,0.09051671879777015,0.1498058254782305,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.2786657444568623
qwen35_2b,self_critique,one_shot,capped,union,100,3.905429042678443,0.6958819513819514,0.4982925359048156,0.5666652099645776,0.3342391276277283,0.14443308733647434,0.2070322884722632,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.14857108551585332
qwen35_2b,self_critique,one_shot,uncapped,approach,100,5.5197773040417815,0.24459082421894388,0.9541129148629147,0.35309241425687565,0.0743523766054151,0.041711894243089985,0.06167446842962807,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.38450395240425506
qwen35_2b,self_critique,one_shot,uncapped,challenge,100,5.5197773040417815,0.23985814532766345,0.7429444444444445,0.29887557754263244,0.11824606592285519,0.05056956378879399,0.08984501306061256,0.4220026765441394,0.226199582941474,0.37142590290099414,0.28158088984038177
qwen35_2b,self_critique,one_shot,uncapped,outcome,100,5.5197773040417815,0.47748208360513517,0.8275512265512266,0.5238929685372887,0.17634434159631812,0.09288707103167303,0.13836696885971914,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.29010460107537367
qwen35_2b,self_critique,one_shot,uncapped,union,100,5.5197773040417815,0.4234026723085023,0.9665669616331382,0.5717380113200672,0.15011560468948176,0.07586025977457259,0.10385803202390101,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.2517453419642155
qwen35_2b,self_critique,zero_shot,capped,approach,100,1.8728454383899225,0.5140000000000001,0.5330284992784992,0.5030786941816351,0.20573736787053667,0.10241647381901274,0.1615866765948479,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2845917442390354
qwen35_2b,self_critique,zero_shot,capped,challenge,100,1.8728454383899225,0.465,0.48873809523809525,0.4491102786102784,0.22324868543082446,0.0819833406325753,0.16197940952713313,0.4220026765441394,0.226199582941474,0.37142590290099414,0.20944649337386106
qwen35_2b,self_critique,zero_shot,capped,outcome,100,1.8728454383899225,0.6258333333333332,0.56568759018759,0.56935964035964,0.2550143355238896,0.12356272584176439,0.19422108956040263,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.23425048037469012
qwen35_2b,self_critique,zero_shot,capped,union,100,1.8728454383899225,0.6540982350982353,0.5709402351679073,0.6006421141996992,0.2924026434595289,0.12988671452531286,0.17984543230919792,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.17575794167891862
qwen35_2b,self_critique,zero_shot,uncapped,approach,100,4.1529203567514195,0.2916679475771592,0.9287297979797978,0.40992219151105713,0.09037383733402794,0.049124682026376904,0.07358843926323917,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.3725899815706441
qwen35_2b,self_critique,zero_shot,uncapped,challenge,100,4.1529203567514195,0.2716354192998629,0.708420634920635,0.34106727127410835,0.12926682024729455,0.053710368972384265,0.09623469925250625,0.4220026765441394,0.226199582941474,0.37142590290099414,0.27519120364848804
qwen35_2b,self_critique,zero_shot,uncapped,outcome,100,4.1529203567514195,0.4265868762771624,0.8706298701298704,0.4951611552250042,0.15919579658392707,0.08407743392951719,0.12594681696796609,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.3025247529671266
qwen35_2b,self_critique,zero_shot,uncapped,union,100,4.1529203567514195,0.443606153529921,0.9310242914979754,0.5838358961437605,0.1593915686574931,0.07909056643617168,0.10846046568193626,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.24714290830618008
qwen35_2b,simulated_tool_augmented,one_shot,capped,approach,100,5.3092987622291545,0.3775,0.3940945165945166,0.3701279455838279,0.21300668130301564,0.10290691562646848,0.16779022817118291,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2783881926627005
qwen35_2b,simulated_tool_augmented,one_shot,capped,challenge,100,5.3092987622291545,0.385,0.3666031746031745,0.35647147297147286,0.2227208398797843,0.07823906777857316,0.16265923900733947,0.4220026765441394,0.226199582941474,0.37142590290099414,0.20876666389365475
qwen35_2b,simulated_tool_augmented,one_shot,capped,outcome,100,5.3092987622291545,0.5641666666666666,0.5346554834054834,0.5243702408702406,0.26886580842345165,0.12303054298507154,0.20232679065790127,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.22614477927719145
qwen35_2b,simulated_tool_augmented,one_shot,capped,union,100,5.3092987622291545,0.6967531080031079,0.4888929353333883,0.5629381203258299,0.3401690422230629,0.14904542386017694,0.21661862178511768,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.1389847522029987
qwen35_2b,simulated_tool_augmented,one_shot,uncapped,approach,100,6.431538622552762,0.23546018627046703,0.969829365079365,0.35038569039018463,0.07207535836473818,0.04003347526063124,0.05933790163150218,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.386840519202381
qwen35_2b,simulated_tool_augmented,one_shot,uncapped,challenge,100,6.431538622552762,0.15048050181427308,0.8490238095238096,0.22880737838217527,0.06927301244833403,0.028972434418582705,0.05248100227253894,0.4220026765441394,0.226199582941474,0.37142590290099414,0.3189449006284553
qwen35_2b,simulated_tool_augmented,one_shot,uncapped,outcome,100,6.431538622552762,0.46303110952653176,0.8929639249639253,0.5225567083195541,0.17350122740783228,0.0931022578852575,0.13718663058691424,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.2912849393481784
qwen35_2b,simulated_tool_augmented,one_shot,uncapped,union,100,6.431538622552762,0.4143306029340455,0.9817121440650852,0.5685216075449511,0.1457480505454487,0.07394051407983873,0.10063977074782836,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.2549636032402881
qwen35_2b,simulated_tool_augmented,zero_shot,capped,approach,100,4.3079876950109615,0.48,0.4911637806637805,0.46610284486755044,0.20862258601266412,0.10278607991536406,0.1624981344730498,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.28368028636083353
qwen35_2b,simulated_tool_augmented,zero_shot,capped,challenge,100,4.3079876950109615,0.4758333333333333,0.48937301587301585,0.4530866910866907,0.23301107649215047,0.09180493029159853,0.17377731788885525,0.4220026765441394,0.226199582941474,0.37142590290099414,0.19764858501213897
qwen35_2b,simulated_tool_augmented,zero_shot,capped,outcome,100,4.3079876950109615,0.6149999999999999,0.5968423520923519,0.5752398712398707,0.271946459691892,0.12878878574327046,0.20513515906510016,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.22333641086999242
qwen35_2b,simulated_tool_augmented,zero_shot,capped,union,100,4.3079876950109615,0.6657870185370186,0.5703091970883399,0.604769530017764,0.2992400091044569,0.13497963893254586,0.18591940195203427,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.16968397203608213
qwen35_2b,simulated_tool_augmented,zero_shot,uncapped,approach,100,5.190010467851534,0.29886518266296974,0.9139761904761902,0.4177788289922548,0.09299460362758427,0.05104228114310935,0.07509464216795875,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.37108377866592446
qwen35_2b,simulated_tool_augmented,zero_shot,uncapped,challenge,100,5.190010467851534,0.2276476172831709,0.7404563492063495,0.2962142024538112,0.1074017402095376,0.04617527880824426,0.08135129308657575,0.4220026765441394,0.226199582941474,0.37142590290099414,0.29007460981441857
qwen35_2b,simulated_tool_augmented,zero_shot,uncapped,outcome,100,5.190010467851534,0.4066255002242478,0.8982536075036076,0.48303128062920764,0.1463925460361909,0.07388976074434644,0.11468298999317879,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.31378857994191384
qwen35_2b,simulated_tool_augmented,zero_shot,uncapped,union,100,5.190010467851534,0.44557438612884986,0.9235815177684372,0.5849736708624507,0.16219911276327617,0.08018498904783888,0.11031499995181869,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.24528837403629766
qwen35_2b,tool_augmented,one_shot,capped,approach,100,2.3294825849070913,0.5336666666666668,0.554628427128427,0.5227500946765651,0.20679820020759898,0.10445550903230555,0.16503401323051364,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2811444076033698
qwen35_2b,tool_augmented,one_shot,capped,challenge,100,2.3294825849070913,0.41,0.4139166666666666,0.3890157620157618,0.21945555641514577,0.08049691360112954,0.1557018562910101,0.4220026765441394,0.226199582941474,0.37142590290099414,0.21572404660998412
qwen35_2b,tool_augmented,one_shot,capped,outcome,100,2.3294825849070913,0.5041666666666667,0.46086219336219336,0.4580982350982349,0.2453161610172197,0.1029726373037661,0.1835753202280128,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.24489624970707993
qwen35_2b,tool_augmented,one_shot,capped,union,100,2.3294825849070913,0.6735464257964259,0.5413404916022193,0.590185387770327,0.29775689181338233,0.13125030593141615,0.18829356238190403,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.16730981160621222
qwen35_2b,tool_augmented,one_shot,uncapped,approach,100,5.546138745429926,0.39275991849368347,0.8640717893217892,0.47270750772947684,0.11822423283778974,0.06636990944445002,0.0963280782918867,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.3498503425419965
qwen35_2b,tool_augmented,one_shot,uncapped,challenge,100,5.546138745429926,0.24426083184809694,0.7068650793650795,0.3004104324748737,0.12771528160286721,0.05301501038789309,0.09486478651414393,0.4220026765441394,0.226199582941474,0.37142590290099414,0.2765611163868505
qwen35_2b,tool_augmented,one_shot,uncapped,outcome,100,5.546138745429926,0.4524442888372966,0.7421699134199133,0.4903946173915393,0.17409366892648273,0.08002638647880264,0.1353055273580405,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.2931660425770522
qwen35_2b,tool_augmented,one_shot,uncapped,union,100,5.546138745429926,0.477102938592053,0.8807205624482006,0.5896974975904019,0.1767716807295858,0.08717084017515601,0.1199734104315947,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.23562996355652166
qwen35_2b,tool_augmented,zero_shot,capped,approach,100,2.085182456403272,0.5515000000000002,0.5797023809523811,0.5429445342239456,0.20175658813041775,0.10141816285338333,0.15639818490578614,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.28978023592809726
qwen35_2b,tool_augmented,zero_shot,capped,challenge,100,2.085182456403272,0.43916666666666665,0.46385317460317455,0.42497513597513575,0.21194156490321275,0.07787154284045833,0.15115471171797618,0.4220026765441394,0.226199582941474,0.37142590290099414,0.22027119118301808
qwen35_2b,tool_augmented,zero_shot,capped,outcome,100,2.085182456403272,0.495,0.46573881673881695,0.45418770118770097,0.23841303437172545,0.103365714427248,0.17620434001380864,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.25226722992128414
qwen35_2b,tool_augmented,zero_shot,capped,union,100,2.085182456403272,0.6531499611499609,0.5499121202808948,0.5884407638571681,0.28296239916357985,0.12413183729385693,0.17462628357638202,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.18097709041173438
qwen35_2b,tool_augmented,zero_shot,uncapped,approach,100,4.362925870955805,0.35974159364783126,0.8633142135642131,0.468340738850146,0.10858609999863424,0.05692340492608297,0.0865395880187063,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.35963883281517717
qwen35_2b,tool_augmented,zero_shot,uncapped,challenge,100,4.362925870955805,0.2867778474292458,0.5504007936507936,0.32843987587594875,0.14283257219294743,0.056486860689291214,0.10248680671132833,0.4220026765441394,0.226199582941474,0.37142590290099414,0.26893909618966594
qwen35_2b,tool_augmented,zero_shot,uncapped,outcome,100,4.362925870955805,0.37953845703354694,0.7938993506493505,0.46006817475599493,0.13935621152973904,0.06421019023115301,0.10962914320583333,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.31884242672925955
qwen35_2b,tool_augmented,zero_shot,uncapped,union,100,4.362925870955805,0.5004694152983302,0.828168209155825,0.5983650521337457,0.1818635295453341,0.08558528697554735,0.12099304206709081,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.23461033192102548
qwen35_2b,vanilla,one_shot,capped,approach,100,4.861626025824807,0.4016666666666667,0.4082849927849928,0.389307321763204,0.2118722116704426,0.09951382838897203,0.16484315785297401,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.28133526298090944
qwen35_2b,vanilla,one_shot,capped,challenge,100,4.861626025824807,0.42666666666666664,0.4251825396825395,0.4053904983904982,0.21438772242233703,0.07955853303972686,0.16007839543875332,0.4220026765441394,0.226199582941474,0.37142590290099414,0.21134750746224104
qwen35_2b,vanilla,one_shot,capped,outcome,100,4.861626025824807,0.3091666666666667,0.2908928571428572,0.2877438672438673,0.1253644431232585,0.05672376351826514,0.09402548299583077,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.334446086939262
qwen35_2b,vanilla,one_shot,capped,union,100,4.861626025824807,0.6765071040071037,0.4569066110580614,0.5343081516472253,0.3397259357286492,0.14438737832793616,0.21030965080959788,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.14529372317851852
qwen35_2b,vanilla,one_shot,uncapped,approach,100,6.571523783432785,0.24570851841806665,0.969547619047619,0.35920657441181114,0.06938904263420524,0.03781763671310322,0.05735802784672722,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.3888203929871562
qwen35_2b,vanilla,one_shot,uncapped,challenge,100,6.571523783432785,0.21105512874935792,0.7711111111111112,0.2861028271180687,0.10587242060009966,0.04220273826453509,0.07907300202740947,0.4220026765441394,0.226199582941474,0.37142590290099414,0.2923529008735848
qwen35_2b,vanilla,one_shot,uncapped,outcome,100,6.571523783432785,0.4620076213262766,0.7715472582972585,0.5028460928570199,0.17109921946915654,0.09125447183420735,0.13563281719863385,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.2928387527364588
qwen35_2b,vanilla,one_shot,uncapped,union,100,6.571523783432785,0.42124364394039426,0.9635320243482006,0.5710352434121783,0.14787346821096517,0.07487974153470697,0.10261458277177611,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.2529887912163402
qwen35_2b,vanilla,zero_shot,capped,approach,100,5.389811074940954,0.39166666666666655,0.38665043290043294,0.3753049711726181,0.15463244643748697,0.07863487823889131,0.11979663406052302,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.32638178677336027
qwen35_2b,vanilla,zero_shot,capped,challenge,100,5.389811074940954,0.43,0.4480158730158729,0.41639416139416113,0.2024229808653269,0.08254012202231509,0.1525123356119074,0.4220026765441394,0.226199582941474,0.37142590290099414,0.21891356728908679
qwen35_2b,vanilla,zero_shot,capped,outcome,100,5.389811074940954,0.365,0.3254325396825397,0.33077217227217237,0.16810352515727417,0.08656016413902272,0.13034693073361975,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.29812463920147286
qwen35_2b,vanilla,zero_shot,capped,union,100,5.389811074940954,0.6139671439671441,0.439570391533206,0.49624440384240853,0.29259733202783933,0.12276315606102146,0.17415638684858156,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.1814469871395348
qwen35_2b,vanilla,zero_shot,uncapped,approach,100,6.0432020820083565,0.2819768201910471,0.8481349206349204,0.3959121366548034,0.08598791283452414,0.04556325655009432,0.06850693245796917,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.377671488375914
qwen35_2b,vanilla,zero_shot,uncapped,challenge,100,6.0432020820083565,0.2711241456213762,0.6882857142857145,0.3312809060506751,0.12311619706394239,0.050159264344361236,0.09170664840974684,0.4220026765441394,0.226199582941474,0.37142590290099414,0.27971925449124746
qwen35_2b,vanilla,zero_shot,uncapped,outcome,100,6.0432020820083565,0.35475293925565304,0.735860028860029,0.4094985084948653,0.12909117575812476,0.06715143413808869,0.10122753540304016,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.32724403453205264
qwen35_2b,vanilla,zero_shot,uncapped,union,100,6.0432020820083565,0.44872284769628096,0.8683246898010829,0.5611362246486697,0.1688536616790102,0.07862163995054045,0.1131161007858326,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.24248727320228375
qwen35_4b,chain_of_thought,one_shot,capped,approach,100,3.093115905711893,0.6391666666666669,0.5983704906204906,0.5984870799135503,0.22813051862615968,0.11662535080413028,0.17922661570150972,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2669518051323738
qwen35_4b,chain_of_thought,one_shot,capped,challenge,100,3.093115905711893,0.5225,0.49044444444444446,0.47422882672882644,0.23584521681859996,0.08813089273198826,0.1699096856159424,0.4220026765441394,0.226199582941474,0.37142590290099414,0.2015162172850517
qwen35_4b,chain_of_thought,one_shot,capped,outcome,100,3.093115905711893,0.759166666666667,0.6665209235209233,0.6847918192918186,0.29459231792460017,0.14531308435867754,0.2273164599292268,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.201155110005866
qwen35_4b,chain_of_thought,one_shot,capped,union,100,3.093115905711893,0.6851462426462424,0.5913583697079458,0.6260492453828644,0.2914278424776315,0.13014785808068896,0.18031305296802821,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.17529032102008832
qwen35_4b,chain_of_thought,one_shot,uncapped,approach,100,3.5812468395149337,0.5988220723890061,0.7609577922077922,0.6357300862334445,0.18923744712039958,0.1014420648723188,0.1505035020218865,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2956749188119968
qwen35_4b,chain_of_thought,one_shot,uncapped,challenge,100,3.5812468395149337,0.47599516170104406,0.5912261904761905,0.480933043875688,0.20348821616434642,0.08131401227765458,0.14984797731709676,0.4220026765441394,0.226199582941474,0.37142590290099414,0.2215779255838974
qwen35_4b,chain_of_thought,one_shot,uncapped,outcome,100,3.5812468395149337,0.7362041847041847,0.8003044733044734,0.7354087593692853,0.2634629750970984,0.1335705910365662,0.20671345377587483,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.22175811615921795
qwen35_4b,chain_of_thought,one_shot,uncapped,union,100,3.5812468395149337,0.6086124665492867,0.7557676418177321,0.6585334151256546,0.2309881408973296,0.10768646058260742,0.1499573207195594,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.20564605326855692
qwen35_4b,chain_of_thought,zero_shot,capped,approach,100,2.1632240155513864,0.6263333333333335,0.6238113275613274,0.6034655263037612,0.2232728187617871,0.11702407251371177,0.17748583270125856,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.26869258813262475
qwen35_4b,chain_of_thought,zero_shot,capped,challenge,100,2.1632240155513864,0.5516666666666667,0.4941071428571428,0.4872553002552999,0.24599967419690053,0.09664717773554496,0.18388163323389214,0.4220026765441394,0.226199582941474,0.37142590290099414,0.18754426966710205
qwen35_4b,chain_of_thought,zero_shot,capped,outcome,100,2.1632240155513864,0.7625000000000002,0.674449494949495,0.6901994671994668,0.2903954356957011,0.14173931242319127,0.22383808562037769,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.2046334843147151
qwen35_4b,chain_of_thought,zero_shot,capped,union,100,2.1632240155513864,0.6900567210567212,0.6149969060082467,0.6403939839635564,0.2878749656450018,0.1304101989206838,0.1807713689185124,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.17483200506960409
qwen35_4b,chain_of_thought,zero_shot,uncapped,approach,100,7.106782051669434,0.5020811875714958,0.8588272005772002,0.6009393907442935,0.1507147673619615,0.0823795373985684,0.1216624176835061,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.3245160031503772
qwen35_4b,chain_of_thought,zero_shot,uncapped,challenge,100,7.106782051669434,0.4732104598617758,0.5895674603174604,0.46670796403209897,0.2008102207776462,0.08190248765446649,0.1498085781371413,0.4220026765441394,0.226199582941474,0.37142590290099414,0.2216173247638529
qwen35_4b,chain_of_thought,zero_shot,uncapped,outcome,100,7.106782051669434,0.6992381229881229,0.8353012265512266,0.7271338178729478,0.25197596895880237,0.12926558083201278,0.19901296436089183,0.49672704879223367,0.26550581130613354,0.4284715699350929,0.22945860557420097
qwen35_4b,chain_of_thought,zero_shot,uncapped,union,100,7.106782051669434,0.5636584830107918,0.8242382640747323,0.6534344604362587,0.2057330433216883,0.09820706199166805,0.13616259203357253,0.4572351445534136,0.22956935690972696,0.3556033739881162,0.21944078195454383
qwen35_4b,chain_of_thought_trace,one_shot,capped,approach,100,3.6422651818802114,0.6798333333333337,0.6393113275613274,0.6355730854113204,0.23678562960055521,0.12609352305165505,0.1884096193966996,0.4897748197527478,0.29325174859619874,0.4461784208338833,0.2577688014371837
